id,transaction_date,value_date,description,reference,credit,debit,balance,bank_utr
tx_bank_0139,2026-08-28T04:13:00,2026-08-28T04:13:00,NEFT/RZPY/AXIS55360034/SETTLEMENT/26Aug,REF_360034,18304.67,0.0,4688753.58,AXIS55360034
tx_bank_0109,2026-08-28T04:20:00,2026-08-28T04:20:00,NEFT/RZPY/AXIS57260360/SETTLEMENT/26Aug,REF_260360,34395.96,0.0,3893515.83,AXIS57260360
tx_bank_0231,2026-08-28T06:14:00,2026-08-28T06:14:00,NEFT-RZP-AXIS86394469-PAYMENTS,REF_394469,8000.0,0.0,6629191.2,AXIS86394469
tx_bank_0213,2026-08-28T11:49:00,2026-08-28T11:49:00,CMS/0029381/AXIS54942009/RZP-SETL,REF_942009,18471.5,0.0,6284106.85,AXIS54942009
tx_bank_0041,2026-08-28T11:53:00,2026-08-28T11:53:00,NEFT/RZPY/AXIS51336223/SETTLEMENT/27Aug,REF_336223,25979.9,0.0,2113964.43,AXIS51336223
tx_bank_0026,2026-08-28T12:28:00,2026-08-28T12:28:00,NEFT-RZP-AXIS66733465-PAYMENTS,REF_733465,33940.32,0.0,1698164.85,AXIS66733465
tx_bank_0106,2026-08-28T12:47:00,2026-08-31T12:47:00,NEFT-RZP-AXIS50074450-PAYMENTS,REF_074450,27194.97,0.0,3777673.35,AXIS50074450
tx_bank_0294,2026-08-28T12:54:00,2026-08-28T12:54:00,RAZORPAY-AXIS99618537-SETL-CREDIT,REF_618537,1276.4,0.0,8107229.9,AXIS99618537
tx_bank_0242,2026-08-28T13:03:00,2026-08-28T13:03:00,NEFT/RZPY/AXIS13764654/SETTLEMENT/27Aug,REF_764654,22925.05,0.0,7014772.17,AXIS13764654
tx_bank_0251,2026-08-28T13:16:00,2026-08-28T13:16:00,RAZORPAY-AXIS41080809-SETL-CREDIT,REF_080809,36332.12,0.0,7218705.27,AXIS41080809
tx_bank_0079,2026-08-28T13:20:00,2026-08-28T13:20:00,NEFT/RZPY/AXIS52968377/SETTLEMENT/27Aug,REF_968377,43254.08,0.0,3205279.32,AXIS52968377
tx_bank_0013,2026-08-28T13:50:00,2026-08-28T13:50:00,NEFT-RZP-AXIS93183615-PAYMENTS,REF_183615,11796.24,0.0,1433922.77,AXIS93183615
tx_bank_0054,2026-08-28T13:58:00,2026-08-28T13:58:00,CMS/0029381/AXIS67640289/RZP-SETL,REF_640289,35594.39,0.0,2466578.08,AXIS67640289
tx_bank_0162,2026-08-28T13:59:00,2026-08-28T13:59:00,NEFT/RZPY/AXIS46757086/SETTLEMENT/27Aug,REF_757086,7924.48,0.0,5143235.21,AXIS46757086
tx_bank_dup_0162,2026-08-28T14:09:00,2026-08-28T13:59:00,NEFT/RZPY/AXIS46757086/SETTLEMENT/27Aug (DUP),REF_757086,7924.48,0.0,5151159.69,AXIS46757086
tx_bank_0071,2026-08-28T15:03:00,2026-08-28T15:03:00,CMS/0029381/AXIS96181498/RZP-SETL,REF_181498,50341.64,0.0,2999164.48,AXIS96181498
tx_bank_0180,2026-08-28T15:36:00,2026-08-28T15:36:00,RAZORPAY-AXIS85990691-SETL-CREDIT,REF_990691,9764.0,0.0,5514700.89,AXIS85990691
tx_bank_0095,2026-08-28T15:56:00,2026-08-28T15:56:00,NEFT-RZP-AXIS97283256-PAYMENTS,REF_283256,28132.42,0.0,3477004.53,AXIS97283256
tx_bank_0261,2026-08-28T16:46:00,2026-08-28T16:46:00,RZPY/AXIS27311971/SETL_CREDIT,REF_311971,32219.25,0.0,7431569.46,AXIS27311971
tx_bank_0143,2026-08-28T17:24:00,2026-08-28T17:24:00,CMS/0029381/AXIS54097476/RZP-SETL,REF_097476,8813.21,0.0,4769803.48,AXIS54097476
tx_bank_0015,2026-08-28T19:00:00,2026-08-28T19:00:00,RAZORPAY-AXIS90272292-SETL-CREDIT,REF_272292,14858.4,0.0,1480747.11,AXIS90272292
tx_bank_0089,2026-08-28T20:46:00,2026-08-28T20:46:00,RZPY/AXIS36260378/SETL_CREDIT,REF_260378,46526.58,0.0,3400843.36,AXIS36260378
tx_bank_0265,2026-08-28T21:39:00,2026-08-28T21:39:00,NEFT/RZPY/AXIS19795032/SETTLEMENT/27Aug,REF_795032,30760.66,0.0,7506145.03,AXIS19795032
tx_bank_0113,2026-08-29T01:22:00,2026-08-29T01:22:00,CMS/0029381/AXIS97210510/RZP-SETL,REF_210510,14823.0,0.0,3958896.0,AXIS97210510
tx_bank_0170,2026-08-29T01:51:00,2026-08-29T01:51:00,RZPY/AXIS50850064/SETL_CREDIT,REF_850064,24706.18,0.0,5359231.79,AXIS50850064
tx_bank_0222,2026-08-29T02:08:00,2026-08-29T02:08:00,NEFT-RZP-AXIS40885447-PAYMENTS,REF_885447,13615.28,0.0,6443371.15,AXIS40885447
tx_bank_0051,2026-08-29T02:18:00,2026-08-29T02:18:00,NEFT/RZPY/AXIS23530374/SETTLEMENT/27Aug,REF_530374,31627.12,0.0,2312114.87,AXIS23530374
tx_bank_0038,2026-08-29T03:21:00,2026-08-29T03:21:00,NEFT/RZPY/AXIS43207452/SETTLEMENT/27Aug,REF_207452,34693.94,0.0,2035806.83,AXIS43207452
tx_bank_0164,2026-08-29T03:23:00,2026-08-29T03:23:00,NEFT-RZP-AXIS95001425-PAYMENTS,REF_001425,35462.7,0.0,5222361.64,AXIS95001425
tx_bank_0075,2026-08-29T04:21:00,2026-08-29T04:21:00,RAZORPAY-AXIS66867849-SETL-CREDIT,REF_867849,22216.8,0.0,3088801.94,AXIS66867849
tx_bank_0030,2026-08-29T04:54:00,2026-08-29T04:54:00,RZPY/AXIS30766764/SETL_CREDIT,REF_766764,7024.67,0.0,1774824.31,AXIS30766764
tx_bank_0279,2026-08-29T04:56:00,2026-08-29T04:56:00,RZPY/AXIS11332984/SETL_CREDIT,REF_332984,24400.19,0.0,7825733.85,AXIS11332984
tx_bank_0033,2026-08-29T06:19:00,2026-08-29T06:19:00,NEFT-RZP-AXIS64866540-PAYMENTS,REF_866540,1184.77,0.0,1859918.66,AXIS64866540
tx_bank_0217,2026-08-29T06:44:00,2026-08-29T06:44:00,CMS/0029381/AXIS74214057/RZP-SETL,REF_214057,28880.5,0.0,6358786.47,AXIS74214057
tx_bank_0163,2026-08-29T08:02:00,2026-08-29T08:02:00,NEFT-RZP-AXIS36795696-PAYMENTS,REF_795696,35739.25,0.0,5186898.94,AXIS36795696
tx_bank_0128,2026-08-29T08:12:00,2026-08-29T08:12:00,NEFT-RZP-AXIS43435196-PAYMENTS,REF_435196,39401.52,0.0,4366826.26,AXIS43435196
tx_bank_0268,2026-08-29T08:31:00,2026-08-29T08:31:00,RZPY/AXIS63891165/SETL_CREDIT,REF_891165,21370.31,0.0,7547284.79,AXIS63891165
tx_bank_0144,2026-08-29T08:34:00,2026-08-29T08:34:00,NEFT-RZP-AXIS34985664-PAYMENTS,REF_985664,29128.04,0.0,4798931.52,AXIS34985664
tx_bank_0112,2026-08-29T09:15:00,2026-08-29T09:15:00,CMS/0029381/AXIS93525402/RZP-SETL,REF_525402,28480.17,0.0,3944073.0,AXIS93525402
tx_bank_0203,2026-08-29T09:19:00,2026-08-29T09:19:00,NEFT/RZPY/AXIS29144226/SETTLEMENT/28Aug,REF_144226,11032.98,0.0,6045835.4,AXIS29144226
tx_bank_0158,2026-08-29T09:32:00,2026-08-29T09:32:00,RAZORPAY-AXIS92894635-SETL-CREDIT,REF_894635,12806.48,0.0,5093535.62,AXIS92894635
tx_bank_0108,2026-08-29T10:02:00,2026-08-29T10:02:00,CMS/0029381/AXIS81686010/RZP-SETL,REF_686010,44576.38,0.0,3859119.87,AXIS81686010
tx_bank_0119,2026-08-29T10:11:00,2026-08-29T10:11:00,RAZORPAY-AXIS54763940-SETL-CREDIT,REF_763940,28726.22,0.0,4122802.72,AXIS54763940
tx_bank_0134,2026-08-29T10:28:00,2026-08-29T10:28:00,RAZORPAY-AXIS76814283-SETL-CREDIT,REF_814283,23736.36,0.0,4553086.07,AXIS76814283
tx_bank_0115,2026-08-29T11:02:00,2026-08-29T11:02:00,RZPY/AXIS96647103/SETL_CREDIT,REF_647103,27596.85,0.0,4027804.79,AXIS96647103
tx_bank_0032,2026-08-29T11:06:00,2026-08-29T11:06:00,RZPY/AXIS60082660/SETL_CREDIT,REF_082660,50891.02,0.0,1858733.89,AXIS60082660
tx_bank_0176,2026-08-29T11:32:00,2026-08-29T11:32:00,RZPY/AXIS30625554/SETL_CREDIT,REF_625554,44768.34,0.0,5450733.4,AXIS30625554
tx_bank_0245,2026-08-29T14:15:00,2026-08-29T14:15:00,NEFT/RZPY/AXIS16022958/SETTLEMENT/28Aug,REF_022958,38346.1,0.0,7084631.24,AXIS16022958
tx_bank_0058,2026-08-29T14:29:00,2026-08-29T14:29:00,NEFT-RZP-AXIS43358157-PAYMENTS,REF_358157,26950.91,0.0,2573102.12,AXIS43358157
tx_bank_0045,2026-08-29T15:08:00,2026-08-29T15:08:00,RAZORPAY-AXIS97848347-SETL-CREDIT,REF_848347,34348.74,0.0,2193023.05,AXIS97848347
tx_bank_0004,2026-08-29T16:14:00,2026-08-29T16:14:00,NEFT-RZP-AXIS63974248-PAYMENTS,REF_974248,4882.0,0.0,1325650.74,AXIS63974248
tx_bank_0160,2026-08-29T16:30:00,2026-08-29T16:30:00,RZPY/AXIS73604818/SETL_CREDIT,REF_604818,17634.2,0.0,5123593.93,AXIS73604818
tx_bank_0156,2026-08-29T18:25:00,2026-08-29T18:25:00,NEFT/RZPY/AXIS55921387/SETTLEMENT/28Aug,REF_921387,7624.48,0.0,5053601.96,AXIS55921387
tx_bank_0037,2026-08-29T19:29:00,2026-08-29T19:29:00,RAZORPAY-AXIS13792466-SETL-CREDIT,REF_792466,43759.5,0.0,2001112.89,AXIS13792466
tx_bank_0036,2026-08-29T19:42:00,2026-08-29T19:42:00,CMS/0029381/AXIS43123836/RZP-SETL,REF_123836,36592.9,0.0,1957353.39,AXIS43123836
tx_bank_0067,2026-08-29T19:52:00,2026-08-29T19:52:00,NEFT-RZP-AXIS68370404-PAYMENTS,REF_370404,6933.92,0.0,2873852.07,AXIS68370404
tx_bank_0126,2026-08-29T19:53:00,2026-08-29T19:53:00,NEFT-RZP-AXIS78929583-PAYMENTS,REF_929583,2476.4,0.0,4243678.8,AXIS78929583
tx_bank_0172,2026-08-29T20:03:00,2026-08-29T20:03:00,RAZORPAY-AXIS91163313-SETL-CREDIT,REF_163313,16497.59,0.0,5393559.46,AXIS91163313
tx_bank_0223,2026-08-29T20:33:00,2026-08-29T20:33:00,CMS/0029381/AXIS87561262/RZP-SETL,REF_561262,38705.33,0.0,6482076.48,AXIS87561262
tx_bank_0061,2026-08-29T21:34:00,2026-08-29T21:34:00,RZPY/AXIS69633763/SETL_CREDIT,REF_633763,55237.21,0.0,2660582.23,AXIS69633763
tx_bank_0232,2026-08-29T22:23:00,2026-08-29T22:23:00,CMS/0029381/AXIS28805567/RZP-SETL,REF_805567,38457.0,0.0,6667648.2,AXIS28805567
tx_bank_0068,2026-08-29T22:27:00,2026-08-29T22:27:00,NEFT/RZPY/AXIS39578370/SETTLEMENT/28Aug,REF_578370,22782.88,0.0,2896634.95,AXIS39578370
tx_bank_0246,2026-08-29T22:58:00,2026-08-29T22:58:00,RZPY/AXIS11137995/SETL_CREDIT,REF_137995,9560.58,0.0,7094191.82,AXIS11137995
tx_bank_0300,2026-08-29T23:26:00,2026-08-29T23:26:00,NEFT-RZP-AXIS90523345-PAYMENTS,REF_523345,47291.23,0.0,8216435.75,AXIS90523345
tx_bank_0085,2026-08-29T23:57:00,2026-08-29T23:57:00,CMS/0029381/AXIS62527814/RZP-SETL,REF_527814,14363.12,0.0,3326121.68,AXIS62527814
tx_bank_0161,2026-08-30T00:04:00,2026-08-30T00:04:00,NEFT-RZP-AXIS35322723-PAYMENTS,REF_322723,11716.8,0.0,5135310.73,AXIS35322723
tx_bank_0194,2026-08-30T00:16:00,2026-08-30T00:16:00,CMS/0029381/AXIS44540283/RZP-SETL,REF_540283,36664.65,0.0,5820794.86,AXIS44540283
tx_bank_0081,2026-08-30T00:19:00,2026-08-30T00:19:00,RAZORPAY-AXIS60560976-SETL-CREDIT,REF_560976,17079.33,0.0,3239591.97,AXIS60560976
tx_bank_0201,2026-08-30T02:11:00,2026-08-30T02:11:00,NEFT/RZPY/AXIS11582229/SETTLEMENT/28Aug,REF_582229,57325.89,0.0,6032736.59,AXIS11582229
tx_bank_0096,2026-08-30T02:39:00,2026-08-30T02:39:00,NEFT-RZP-AXIS11557250-PAYMENTS,REF_557250,21239.79,0.0,3498244.32,AXIS11557250
tx_bank_0188,2026-08-30T02:46:00,2026-08-30T02:46:00,RZPY/AXIS16914893/SETL_CREDIT,REF_914893,5789.7,0.0,5689792.57,AXIS16914893
tx_bank_0204,2026-08-30T02:53:00,2026-08-30T02:53:00,RZPY/AXIS55417925/SETL_CREDIT,REF_417925,30027.81,0.0,6075863.21,AXIS55417925
tx_bank_0230,2026-08-30T03:18:00,2026-08-30T03:18:00,NEFT/RZPY/AXIS29714795/SETTLEMENT/28Aug,REF_714795,15706.36,0.0,6621191.2,AXIS29714795
tx_bank_0091,2026-08-30T03:23:00,2026-08-30T03:23:00,NEFT/RZPY/AXIS22891308/SETTLEMENT/28Aug,REF_891308,2176.4,0.0,3405496.16,AXIS22891308
tx_bank_0011,2026-08-30T04:04:00,2026-08-30T04:04:00,NEFT/RZPY/AXIS78588767/SETTLEMENT/28Aug,REF_588767,22880.13,0.0,1409708.6,AXIS78588767
tx_bank_0097,2026-08-30T04:34:00,2026-08-30T04:34:00,RZPY/AXIS99763770/SETL_CREDIT,REF_763770,53513.24,0.0,3551757.56,AXIS99763770
tx_bank_0248,2026-08-30T04:51:00,2026-08-30T04:51:00,RAZORPAY-AXIS64665076-SETL-CREDIT,REF_665076,40867.7,0.0,7141763.7,AXIS64665076
tx_bank_0140,2026-08-30T04:53:00,2026-08-30T04:53:00,RZPY/AXIS74843897/SETL_CREDIT,REF_843897,14843.13,0.0,4703596.71,AXIS74843897
tx_bank_0110,2026-08-30T05:09:00,2026-08-30T05:09:00,RAZORPAY-AXIS14930347-SETL-CREDIT,REF_930347,9747.82,0.0,3903263.65,AXIS14930347
tx_bank_0028,2026-08-30T05:16:00,2026-08-30T05:16:00,NEFT-RZP-AXIS33581963-PAYMENTS,REF_581963,26120.04,0.0,1730768.81,AXIS33581963
tx_bank_0236,2026-08-30T06:12:00,2026-08-30T06:12:00,NEFT/RZPY/AXIS40509683/SETTLEMENT/28Aug,REF_509683,39454.74,0.0,6838659.79,AXIS40509683
tx_bank_dup_0236,2026-08-30T06:22:00,2026-08-30T06:12:00,NEFT/RZPY/AXIS40509683/SETTLEMENT/28Aug (DUP),REF_509683,39454.74,0.0,6878114.53,AXIS40509683
tx_bank_0121,2026-08-30T08:56:00,2026-08-30T08:56:00,RZPY/AXIS26576358/SETL_CREDIT,REF_576358,7487.11,0.0,4144988.39,AXIS26576358
tx_bank_0215,2026-08-30T09:01:00,2026-08-30T09:01:00,NEFT/RZPY/AXIS59541440/SETTLEMENT/28Aug,REF_541440,38865.2,0.0,6322972.05,AXIS59541440
tx_bank_0021,2026-08-30T09:21:00,2026-08-30T09:21:00,RAZORPAY-AXIS26852512-SETL-CREDIT,REF_852512,14759.28,0.0,1594133.9,AXIS26852512
tx_bank_0098,2026-08-30T09:48:00,2026-08-30T09:48:00,NEFT-RZP-AXIS46738721-PAYMENTS,REF_738721,29177.65,0.0,3580935.21,AXIS46738721
tx_bank_0145,2026-08-30T10:01:00,2026-08-30T10:01:00,NEFT-RZP-AXIS36513965-PAYMENTS,REF_513965,24857.82,0.0,4823789.34,AXIS36513965
tx_bank_0019,2026-08-30T10:14:00,2026-08-30T10:14:00,NEFT/RZPY/AXIS61202173/SETTLEMENT/29Aug,REF_202173,46563.89,0.0,1574421.82,AXIS61202173
tx_bank_0122,2026-08-30T11:54:00,2026-08-30T11:54:00,CMS/0029381/AXIS22823236/RZP-SETL,REF_823236,30035.08,0.0,4175023.47,AXIS22823236
tx_bank_0193,2026-08-30T12:19:00,2026-08-30T12:19:00,NEFT-RZP-AXIS88283995-PAYMENTS,REF_283995,50048.1,0.0,5784130.21,AXIS88283995
tx_bank_0049,2026-08-30T12:48:00,2026-08-30T12:48:00,NEFT/RZPY/AXIS32297072/SETTLEMENT/29Aug,REF_297072,31936.36,0.0,2255162.05,AXIS32297072
tx_bank_0052,2026-08-30T12:52:00,2026-08-30T12:52:00,NEFT/RZPY/AXIS88174504/SETTLEMENT/29Aug,REF_174504,32650.96,0.0,2344765.83,AXIS88174504
tx_bank_0150,2026-08-30T12:54:00,2026-08-30T12:54:00,RAZORPAY-AXIS36637470-SETL-CREDIT,REF_637470,44701.12,0.0,4912867.46,AXIS36637470
tx_bank_0035,2026-08-30T13:58:00,2026-08-30T13:58:00,NEFT-RZP-AXIS75581713-PAYMENTS,REF_581713,30441.06,0.0,1920760.49,AXIS75581713
tx_bank_0244,2026-08-30T14:25:00,2026-08-30T14:25:00,RZPY/AXIS37075194/SETL_CREDIT,REF_075194,23588.49,0.0,7046285.14,AXIS37075194
tx_bank_0262,2026-08-30T14:27:00,2026-08-30T14:27:00,NEFT-RZP-AXIS60154896-PAYMENTS,REF_154896,11297.53,0.0,7442866.99,AXIS60154896
tx_bank_0298,2026-08-30T14:42:00,2026-08-30T14:42:00,NEFT/RZPY/AXIS65662309/SETTLEMENT/29Aug,REF_662309,13413.64,0.0,8159238.92,AXIS65662309
tx_bank_0039,2026-08-30T15:02:00,2026-08-30T15:02:00,RZPY/AXIS61586279/SETL_CREDIT,REF_586279,44066.5,0.0,2079873.33,AXIS61586279
tx_bank_0154,2026-08-30T15:18:00,2026-08-30T15:18:00,NEFT/RZPY/AXIS62190363/SETTLEMENT/29Aug,REF_190363,31906.11,0.0,5032284.46,AXIS62190363
tx_bank_0216,2026-08-30T15:43:00,2026-08-30T15:43:00,NEFT-RZP-AXIS29950518-PAYMENTS,REF_950518,6933.92,0.0,6329905.97,AXIS29950518
tx_bank_0278,2026-08-30T16:13:00,2026-08-30T16:13:00,RZPY/AXIS31567333/SETL_CREDIT,REF_567333,44909.15,0.0,7801333.66,AXIS31567333
tx_bank_0235,2026-08-30T16:30:00,2026-08-30T16:30:00,CMS/0029381/AXIS70974645/RZP-SETL,REF_974645,48431.37,0.0,6750773.68,AXIS70974645
tx_bank_dup_0235,2026-08-30T16:40:00,2026-08-30T16:30:00,CMS/0029381/AXIS70974645/RZP-SETL (DUP),REF_974645,48431.37,0.0,6799205.05,AXIS70974645
tx_bank_0186,2026-08-30T16:41:00,2026-08-30T16:41:00,RZPY/AXIS46039426/SETL_CREDIT,REF_039426,47281.84,0.0,5665893.66,AXIS46039426
tx_bank_0181,2026-08-30T16:59:00,2026-08-30T16:59:00,RZPY/AXIS63350718/SETL_CREDIT,REF_350718,39890.26,0.0,5554591.15,AXIS63350718
tx_bank_0233,2026-08-30T18:06:00,2026-08-30T18:06:00,NEFT/RZPY/AXIS96549919/SETTLEMENT/29Aug,REF_549919,18893.59,0.0,6686541.79,AXIS96549919
tx_bank_0012,2026-08-30T18:10:00,2026-08-30T18:10:00,NEFT-RZP-AXIS12847211-PAYMENTS,REF_847211,12417.93,0.0,1422126.53,AXIS12847211
tx_bank_0016,2026-08-30T18:47:00,2026-08-30T18:47:00,CMS/0029381/AXIS52619317/RZP-SETL,REF_619317,33342.1,0.0,1514089.21,AXIS52619317
tx_bank_0237,2026-08-30T19:24:00,2026-08-30T19:24:00,RZPY/AXIS60675282/SETL_CREDIT,REF_675282,39771.63,0.0,6917886.16,AXIS60675282
tx_bank_0086,2026-08-30T19:43:00,2026-08-30T19:43:00,RZPY/AXIS36184828/SETL_CREDIT,REF_184828,21602.08,0.0,3347723.76,AXIS36184828
tx_bank_0234,2026-08-30T21:02:00,2026-08-30T21:02:00,NEFT-RZP-AXIS14310953-PAYMENTS,REF_310953,15800.52,0.0,6702342.31,AXIS14310953
tx_bank_0183,2026-08-30T21:12:00,2026-08-30T21:12:00,RAZORPAY-AXIS63801036-SETL-CREDIT,REF_801036,26492.67,0.0,5588017.74,AXIS63801036
tx_bank_0102,2026-08-30T22:08:00,2026-08-30T22:08:00,NEFT/RZPY/AXIS97469782/SETTLEMENT/29Aug,REF_469782,49499.09,0.0,3726156.28,AXIS97469782
tx_bank_0023,2026-08-30T22:39:00,2026-08-30T22:39:00,RAZORPAY-AXIS36512868-SETL-CREDIT,REF_512868,14759.28,0.0,1620722.08,AXIS36512868
tx_bank_0293,2026-08-30T23:06:00,2026-08-30T23:06:00,RZPY/AXIS93728466/SETL_CREDIT,REF_728466,25442.07,0.0,8105953.5,AXIS93728466
tx_bank_0276,2026-08-31T00:03:00,2026-08-31T00:03:00,CMS/0029381/AXIS22407255/RZP-SETL,REF_407255,6876.1,0.0,7744636.91,AXIS22407255
tx_bank_0083,2026-08-31T00:06:00,2026-08-31T00:06:00,RAZORPAY-AXIS62587561-SETL-CREDIT,REF_587561,24839.19,0.0,3303947.36,AXIS62587561
tx_bank_0133,2026-08-31T01:32:00,2026-08-31T01:32:00,RAZORPAY-AXIS11435415-SETL-CREDIT,REF_435415,34497.0,0.0,4529349.71,AXIS11435415
tx_bank_0252,2026-08-31T01:56:00,2026-08-31T01:56:00,CMS/0029381/AXIS31615365/RZP-SETL,REF_615365,47895.23,0.0,7266600.5,AXIS31615365
tx_bank_0257,2026-08-31T01:57:00,2026-08-31T01:57:00,NEFT/RZPY/AXIS19148527/SETTLEMENT/29Aug,REF_148527,29112.37,0.0,7350169.96,AXIS19148527
tx_bank_0048,2026-08-31T02:26:00,2026-08-31T02:26:00,NEFT/RZPY/AXIS44809624/SETTLEMENT/29Aug,REF_809624,12877.28,0.0,2223225.69,AXIS44809624
tx_bank_0131,2026-08-31T02:39:00,2026-08-31T02:39:00,RAZORPAY-AXIS51974837-SETL-CREDIT,REF_974837,44928.68,0.0,4485088.71,AXIS51974837
tx_bank_0273,2026-08-31T03:21:00,2026-08-31T03:21:00,NEFT/RZPY/AXIS66763408/SETTLEMENT/29Aug,REF_763408,44932.63,0.0,7703973.83,AXIS66763408
tx_bank_0127,2026-08-31T03:23:00,2026-08-31T03:23:00,CMS/0029381/AXIS45885781/RZP-SETL,REF_885781,41872.97,0.0,4285551.77,AXIS45885781
tx_bank_0099,2026-08-31T03:29:00,2026-08-31T03:29:00,NEFT/RZPY/AXIS96516297/SETTLEMENT/29Aug,REF_516297,40750.83,0.0,3621686.04,AXIS96516297
tx_bank_dup_0127,2026-08-31T03:33:00,2026-08-31T03:23:00,CMS/0029381/AXIS45885781/RZP-SETL (DUP),REF_885781,41872.97,0.0,4327424.74,AXIS45885781
tx_bank_0029,2026-08-31T04:25:00,2026-08-31T04:25:00,NEFT-RZP-AXIS60351362-PAYMENTS,REF_351362,37030.83,0.0,1767799.64,AXIS60351362
tx_bank_0101,2026-08-31T05:05:00,2026-08-31T05:05:00,RZPY/AXIS84633131/SETL_CREDIT,REF_633131,35918.07,0.0,3676657.19,AXIS84633131
tx_bank_0198,2026-08-31T05:09:00,2026-08-31T05:09:00,NEFT-RZP-AXIS47855338-PAYMENTS,REF_855338,26520.26,0.0,5892370.82,AXIS47855338
tx_bank_0178,2026-08-31T05:35:00,2026-08-31T05:35:00,NEFT/RZPY/AXIS19087680/SETTLEMENT/29Aug,REF_087680,24506.76,0.0,5475240.16,AXIS19087680
tx_bank_0025,2026-08-31T05:39:00,2026-08-31T05:39:00,NEFT-RZP-AXIS20739561-PAYMENTS,REF_739561,14329.09,0.0,1664224.53,AXIS20739561
tx_bank_0057,2026-08-31T05:59:00,2026-08-31T05:59:00,RZPY/AXIS28637880/SETL_CREDIT,REF_637880,46443.63,0.0,2546151.21,AXIS28637880
tx_bank_0228,2026-08-31T06:09:00,2026-08-31T06:09:00,NEFT/RZPY/AXIS13536218/SETTLEMENT/29Aug,REF_536218,35962.06,0.0,6572480.44,AXIS13536218
tx_bank_0258,2026-08-31T06:30:00,2026-08-31T06:30:00,CMS/0029381/AXIS34049971/RZP-SETL,REF_049971,4952.8,0.0,7355122.76,AXIS34049971
tx_bank_0168,2026-08-31T06:35:00,2026-08-31T06:35:00,RZPY/AXIS53169737/SETL_CREDIT,REF_169737,55585.42,0.0,5326601.13,AXIS53169737
tx_bank_0082,2026-08-31T06:41:00,2026-08-31T06:41:00,RAZORPAY-AXIS38268009-SETL-CREDIT,REF_268009,39516.2,0.0,3279108.17,AXIS38268009
tx_bank_0199,2026-08-31T07:40:00,2026-08-31T07:40:00,NEFT-RZP-AXIS91580498-PAYMENTS,REF_580498,65275.88,0.0,5957646.7,AXIS91580498
tx_bank_0135,2026-08-31T08:13:00,2026-08-31T08:13:00,CMS/0029381/AXIS10978481/RZP-SETL,REF_978481,43114.68,0.0,4596200.75,AXIS10978481
tx_bank_0274,2026-08-31T09:11:00,2026-08-31T09:11:00,NEFT-RZP-AXIS19295792-PAYMENTS,REF_295792,6546.58,0.0,7710520.41,AXIS19295792
tx_bank_0138,2026-08-31T09:18:00,2026-08-31T09:18:00,CMS/0029381/AXIS16832563/RZP-SETL,REF_832563,33655.94,0.0,4670448.91,AXIS16832563
tx_bank_0219,2026-08-31T10:02:00,2026-08-31T10:02:00,NEFT-RZP-AXIS52857838-PAYMENTS,REF_857838,5458.15,0.0,6379058.02,AXIS52857838
tx_bank_0147,2026-08-31T10:29:00,2026-08-31T10:29:00,NEFT-RZP-AXIS73176107-PAYMENTS,REF_176107,5511.37,0.0,4851563.35,AXIS73176107
tx_bank_0053,2026-08-31T11:41:00,2026-08-31T11:41:00,CMS/0029381/AXIS90931259/RZP-SETL,REF_931259,43108.93,0.0,2387874.76,AXIS90931259
tx_bank_0031,2026-08-31T11:49:00,2026-08-31T11:49:00,NEFT-RZP-AXIS60232033-PAYMENTS,REF_232033,33018.56,0.0,1807842.87,AXIS60232033
tx_bank_dup_0053,2026-08-31T11:51:00,2026-08-31T11:41:00,CMS/0029381/AXIS90931259/RZP-SETL (DUP),REF_931259,43108.93,0.0,2430983.69,AXIS90931259
tx_bank_0266,2026-08-31T11:51:00,2026-08-31T11:51:00,NEFT-RZP-AXIS72529032-PAYMENTS,REF_529032,16732.73,0.0,7522877.76,AXIS72529032
tx_bank_0182,2026-08-31T12:05:00,2026-08-31T12:05:00,RZPY/AXIS32215479/SETL_CREDIT,REF_215479,6933.92,0.0,5561525.07,AXIS32215479
tx_bank_0056,2026-08-31T12:08:00,2026-08-31T12:08:00,NEFT-RZP-AXIS23445578-PAYMENTS,REF_445578,26270.96,0.0,2499707.58,AXIS23445578
tx_bank_0270,2026-08-31T13:44:00,2026-08-31T13:44:00,CMS/0029381/AXIS30903218/RZP-SETL,REF_903218,27978.84,0.0,7604704.3,AXIS30903218
tx_bank_0078,2026-08-31T13:48:00,2026-08-31T13:48:00,NEFT/RZPY/AXIS71174364/SETTLEMENT/30Aug,REF_174364,25259.28,0.0,3162025.24,AXIS71174364
tx_bank_0249,2026-08-31T15:14:00,2026-08-31T15:14:00,NEFT/RZPY/AXIS88809362/SETTLEMENT/30Aug,REF_809362,7000.0,0.0,7148763.7,AXIS88809362
tx_bank_0207,2026-08-31T15:47:00,2026-08-31T15:47:00,NEFT-RZP-AXIS23799637-PAYMENTS,REF_799637,12885.71,0.0,6119765.19,AXIS23799637
tx_bank_0100,2026-08-31T15:48:00,2026-08-31T15:48:00,NEFT/RZPY/AXIS18522597/SETTLEMENT/30Aug,REF_522597,19053.08,0.0,3640739.12,AXIS18522597
tx_bank_0064,2026-08-31T16:14:00,2026-08-31T16:14:00,NEFT/RZPY/AXIS86758128/SETTLEMENT/30Aug,REF_758128,81047.65,0.0,2811302.62,AXIS86758128
