settlement_id,payment_id,type,amount,fee,tax
setl_0149,pay_0499,payment,6761.22,54.09,9.74
setl_0150,pay_0500,payment,7402.13,148.04,26.65
setl_0150,pay_0501,payment,5000.0,75.0,13.5
setl_0150,pay_0502,payment,7000.0,56.0,10.08
setl_0150,pay_0503,payment,2500.0,20.0,3.6
setl_0150,pay_0504,payment,20872.5,166.98,30.06
setl_0150,pay_0505,payment,2500.0,20.0,3.6
setl_0151,pay_0506,payment,2500.0,20.0,3.6
setl_0151,pay_0507,payment,8000.0,160.0,28.8
setl_0151,pay_0508,payment,4581.85,36.65,6.6
setl_0151,pay_0509,payment,2116.2,16.93,3.05
setl_0152,pay_0510,payment,10554.09,84.43,15.2
setl_0152,pay_0511,payment,10000.0,80.0,14.4
setl_0152,pay_0512,payment,17749.27,141.99,25.56
setl_0152,pay_0513,payment,7000.0,56.0,10.08
setl_0153,pay_0514,payment,5000.0,40.0,7.2
setl_0153,pay_0515,payment,17904.98,143.24,25.78
setl_0153,pay_0516,payment,5000.0,40.0,7.2
setl_0153,pay_0517,payment,15136.52,121.09,21.8
setl_0154,pay_0518,payment,6811.28,54.49,9.81
setl_0154,pay_0519,payment,7000.0,56.0,10.08
setl_0154,pay_0520,payment,7000.0,56.0,10.08
setl_0154,pay_0521,payment,10000.0,200.0,36.0
setl_0154,pay_0522,payment,1541.84,12.33,2.22
setl_0155,pay_0523,payment,6923.58,55.39,9.97
setl_0155,pay_0524,payment,7000.0,140.0,25.2
setl_0156,pay_0525,payment,8000.0,64.0,11.52
setl_0157,pay_0526,payment,10000.0,200.0,36.0
setl_0157,pay_0527,payment,2050.77,16.41,2.95
setl_0157,pay_0528,payment,7592.24,60.74,10.93
setl_0157,pay_0529,payment,8000.0,160.0,28.8
setl_0158,pay_0530,payment,8000.0,64.0,11.52
setl_0158,pay_0531,payment,5000.0,100.0,18.0
setl_0159,pay_0532,payment,1141.57,22.83,4.11
setl_0159,pay_0533,payment,8000.0,64.0,11.52
setl_0159,pay_0534,payment,3462.69,27.7,4.99
setl_0160,pay_0535,payment,8000.0,160.0,28.8
setl_0160,pay_0536,payment,10000.0,150.0,27.0
setl_0161,pay_0537,payment,5000.0,100.0,18.0
setl_0161,pay_0538,payment,7000.0,140.0,25.2
setl_0162,pay_0539,payment,8000.0,64.0,11.52
setl_0163,pay_0540,payment,8000.0,64.0,11.52
setl_0163,pay_0541,payment,10000.0,80.0,14.4
setl_0163,pay_0542,payment,8000.0,64.0,11.52
setl_0163,pay_0543,payment,7000.0,56.0,10.08
setl_0163,pay_0544,refund,6767.47,135.35,24.36
setl_0164,pay_0545,payment,8000.0,64.0,11.52
setl_0164,pay_0546,payment,5000.0,40.0,7.2
setl_0164,pay_0547,payment,5000.0,100.0,18.0
setl_0164,pay_0548,payment,10479.34,83.83,15.09
setl_0164,pay_0549,payment,2500.0,50.0,9.0
setl_0164,pay_0550,payment,5000.0,100.0,18.0
setl_0165,pay_0551,payment,8000.0,64.0,11.52
setl_0166,pay_0552,payment,17790.21,142.32,25.62
setl_0166,pay_0553,payment,7000.0,56.0,10.08
setl_0166,pay_0554,payment,7000.0,140.0,25.2
setl_0167,pay_0555,payment,7000.0,56.0,10.08
setl_0167,pay_0556,payment,2427.6,19.42,3.5
setl_0168,pay_0557,payment,2940.36,23.52,4.23
setl_0168,pay_0558,payment,5381.91,43.06,7.75
setl_0168,pay_0559,payment,10000.0,80.0,14.4
setl_0168,pay_0560,payment,10000.0,80.0,14.4
setl_0168,pay_0561,payment,19859.59,158.88,28.6
setl_0168,pay_0562,payment,8000.0,120.0,21.6
setl_0169,pay_0563,payment,8000.0,64.0,11.52
setl_0170,pay_0564,payment,10000.0,80.0,14.4
setl_0170,pay_0565,payment,7000.0,105.0,18.9
setl_0170,pay_0566,payment,8000.0,64.0,11.52
setl_0171,pay_0567,payment,8000.0,64.0,11.52
setl_0171,pay_0568,payment,10000.0,80.0,14.4
setl_0172,pay_0569,payment,1073.35,8.59,1.55
setl_0172,pay_0570,payment,1320.67,10.57,1.9
setl_0172,pay_0571,payment,1446.63,11.57,2.08
setl_0172,pay_0572,payment,8000.0,160.0,28.8
setl_0172,pay_0573,payment,5000.0,100.0,18.0
setl_0173,pay_0574,payment,7000.0,140.0,25.2
setl_0173,pay_0575,payment,8000.0,64.0,11.52
setl_0173,pay_0576,payment,7000.0,56.0,10.08
setl_0173,pay_0577,payment,10000.0,200.0,36.0
setl_0173,pay_0578,payment,731.17,5.85,1.05
setl_0174,pay_0579,refund,2500.0,50.0,9.0
setl_0175,pay_0580,payment,10000.0,80.0,14.4
setl_0176,pay_0581,payment,8000.0,120.0,21.6
setl_0176,pay_0582,payment,2500.0,20.0,3.6
setl_0176,pay_0583,payment,5000.0,40.0,7.2
setl_0176,pay_0584,payment,21017.48,168.14,30.27
setl_0176,pay_0585,payment,8744.21,69.95,12.59
setl_0177,pay_0586,payment,10000.0,80.0,14.4
setl_0177,pay_0587,payment,5000.0,100.0,18.0
setl_0177,pay_0588,payment,7000.0,140.0,25.2
setl_0177,pay_0589,payment,8000.0,64.0,11.52
setl_0177,pay_0590,payment,5000.0,40.0,7.2
setl_0177,pay_0591,payment,10000.0,200.0,36.0
setl_0178,pay_0592,payment,10000.0,150.0,27.0
setl_0178,pay_0593,payment,7000.0,140.0,25.2
setl_0178,pay_0594,refund,8000.0,64.0,11.52
setl_0178,pay_0595,payment,8000.0,64.0,11.52
setl_0179,pay_0596,payment,21979.74,175.84,31.65
setl_0179,pay_0597,payment,8000.0,64.0,11.52
setl_0180,pay_0598,payment,10000.0,200.0,36.0
setl_0181,pay_0599,payment,7000.0,56.0,10.08
setl_0181,pay_0600,refund,5000.0,100.0,18.0
setl_0181,pay_0601,payment,8700.1,69.6,12.53
setl_0181,pay_0602,payment,4660.85,37.29,6.71
setl_0181,pay_0603,payment,7000.0,56.0,10.08
setl_0181,pay_0604,payment,10000.0,80.0,14.4
setl_0182,pay_0605,payment,7000.0,56.0,10.08
setl_0183,pay_0606,payment,2500.0,20.0,3.6
setl_0183,pay_0607,payment,15517.57,124.14,22.35
setl_0183,pay_0608,payment,727.58,5.82,1.05
setl_0183,pay_0609,payment,8000.0,64.0,11.52
setl_0184,pay_0610,payment,10000.0,80.0,14.4
setl_0184,pay_0611,payment,8000.0,64.0,11.52
setl_0184,pay_0612,payment,5057.28,40.46,7.28
setl_0184,pay_0613,payment,7000.0,56.0,10.08
setl_0184,pay_0614,payment,17036.53,136.29,24.53
setl_0185,pay_0615,payment,10000.0,80.0,14.4
setl_0185,pay_0616,payment,8000.0,160.0,28.8
setl_0185,pay_0617,payment,8000.0,64.0,11.52
setl_0185,pay_0618,payment,5000.0,40.0,7.2
setl_0186,pay_0619,payment,5000.0,100.0,18.0
setl_0186,pay_0620,payment,19987.32,159.9,28.78
setl_0186,pay_0621,refund,4246.23,33.97,6.11
setl_0186,pay_0622,payment,8000.0,64.0,11.52
setl_0186,pay_0623,payment,5000.0,40.0,7.2
setl_0186,pay_0624,payment,10000.0,200.0,36.0
setl_0187,pay_0625,payment,7000.0,140.0,25.2
setl_0187,pay_0626,payment,11477.56,172.16,30.99
setl_0188,pay_0627,payment,2220.23,17.76,3.2
setl_0188,pay_0628,payment,1684.16,13.47,2.42
setl_0188,pay_0629,payment,2243.34,17.95,3.23
setl_0189,pay_0630,payment,8000.0,64.0,11.52
setl_0190,pay_0631,payment,10000.0,80.0,14.4
setl_0191,pay_0632,payment,7000.0,56.0,10.08
setl_0191,pay_0633,payment,8000.0,64.0,11.52
setl_0191,pay_0634,payment,2500.0,20.0,3.6
setl_0192,pay_0635,payment,7000.0,56.0,10.08
setl_0192,pay_0636,payment,2211.61,17.69,3.18
setl_0193,pay_0637,payment,5000.0,40.0,7.2
setl_0193,pay_0638,payment,10000.0,80.0,14.4
setl_0193,pay_0639,payment,8000.0,64.0,11.52
setl_0193,pay_0640,payment,515.63,10.31,1.86
setl_0193,pay_0641,payment,24893.5,497.87,89.62
setl_0193,pay_0642,payment,2500.0,37.5,6.75
setl_0194,pay_0643,payment,2872.17,22.98,4.14
setl_0194,pay_0644,payment,5000.0,40.0,7.2
setl_0194,pay_0645,payment,8000.0,64.0,11.52
setl_0194,pay_0646,payment,10000.0,80.0,14.4
setl_0194,pay_0647,payment,5000.0,40.0,7.2
setl_0194,pay_0648,payment,7000.0,56.0,10.08
setl_0195,pay_0649,payment,8000.0,160.0,28.8
setl_0195,pay_0650,payment,7000.0,140.0,25.2
setl_0196,pay_0651,payment,10000.0,200.0,36.0
setl_0196,pay_0652,payment,10000.0,200.0,36.0
setl_0196,pay_0653,payment,1028.62,8.23,1.48
setl_0197,pay_0654,payment,2071.14,16.57,2.98
setl_0197,pay_0655,payment,8000.0,160.0,28.8
setl_0198,pay_0656,payment,8000.0,64.0,11.52
setl_0198,pay_0657,payment,478.53,9.57,1.72
setl_0198,pay_0658,payment,2500.0,20.0,3.6
setl_0198,pay_0659,refund,1483.91,11.87,2.14
setl_0198,pay_0660,payment,10000.0,150.0,27.0
setl_0198,pay_0661,payment,5000.0,40.0,7.2
setl_0199,pay_0662,payment,12635.12,101.08,18.19
setl_0199,pay_0663,payment,13414.24,201.21,36.22
setl_0199,pay_0664,payment,10000.0,80.0,14.4
setl_0199,pay_0665,payment,15249.92,305.0,54.9
setl_0199,pay_0666,payment,5000.0,100.0,18.0
setl_0199,pay_0667,payment,10000.0,80.0,14.4
setl_0200,pay_0668,payment,8000.0,120.0,21.6
setl_0200,pay_0669,payment,10000.0,80.0,14.4
setl_0201,pay_0670,payment,13926.46,111.41,20.05
setl_0201,pay_0671,payment,10000.0,80.0,14.4
setl_0201,pay_0672,payment,5000.0,100.0,18.0
setl_0201,pay_0673,payment,19800.26,396.01,71.28
setl_0201,pay_0674,payment,2500.0,20.0,3.6
setl_0201,pay_0675,payment,7000.0,56.0,10.08
setl_0202,pay_0676,payment,2115.77,42.32,7.62
setl_0203,pay_0677,payment,2500.0,20.0,3.6
setl_0203,pay_0678,payment,6447.85,51.58,9.28
setl_0203,pay_0679,payment,2190.26,17.52,3.15
setl_0204,pay_0680,payment,7000.0,56.0,10.08
setl_0204,pay_0681,payment,5000.0,40.0,7.2
setl_0204,pay_0682,payment,1005.79,8.05,1.45
setl_0204,pay_0683,payment,10308.19,82.47,14.84
setl_0204,pay_0684,payment,7000.0,56.0,10.08
setl_0205,pay_0685,payment,5000.0,100.0,18.0
setl_0205,pay_0686,payment,2500.0,20.0,3.6
setl_0205,pay_0687,payment,8000.0,64.0,11.52
setl_0205,pay_0688,payment,5968.65,119.37,21.49
setl_0206,pay_0689,payment,10000.0,80.0,14.4
setl_0207,pay_0690,payment,13008.51,104.07,18.73
setl_0208,pay_0691,payment,18698.1,149.58,26.92
setl_0208,pay_0692,payment,5166.18,77.49,13.95
setl_0209,pay_0693,payment,20604.3,309.06,55.63
setl_0209,pay_0694,payment,10000.0,80.0,14.4
setl_0210,pay_0695,payment,10000.0,200.0,36.0
setl_0210,pay_0696,payment,2500.0,20.0,3.6
setl_0210,pay_0697,payment,5000.0,40.0,7.2
setl_0210,pay_0698,payment,10000.0,80.0,14.4
setl_0210,pay_0699,payment,7000.0,56.0,10.08
setl_0210,pay_0700,payment,10000.0,200.0,36.0
setl_0211,pay_0701,payment,19521.21,156.17,28.11
setl_0212,pay_0702,payment,10000.0,80.0,14.4
setl_0212,pay_0703,payment,5000.0,40.0,7.2
setl_0212,pay_0704,payment,14391.29,215.87,38.86
setl_0213,pay_0705,payment,8000.0,160.0,28.8
setl_0213,pay_0706,payment,940.41,7.52,1.35
setl_0213,pay_0707,payment,5000.0,40.0,7.2
setl_0213,pay_0708,payment,4871.89,73.08,13.15
setl_0213,pay_0709,refund,547.87,8.22,1.48
setl_0214,pay_0710,payment,7000.0,56.0,10.08
setl_0214,pay_0711,payment,7142.27,57.14,10.29
setl_0214,pay_0712,payment,2500.0,20.0,3.6
setl_0214,pay_0713,payment,2500.0,20.0,3.6
setl_0214,pay_0714,payment,8000.0,160.0,28.8
setl_0215,pay_0715,payment,5000.0,40.0,7.2
setl_0215,pay_0716,payment,8000.0,64.0,11.52
setl_0215,pay_0717,payment,6832.78,54.66,9.84
setl_0215,pay_0718,payment,5000.0,75.0,13.5
setl_0215,pay_0719,payment,5000.0,100.0,18.0
setl_0215,pay_0720,payment,9653.97,193.08,34.75
setl_0216,pay_0721,payment,7000.0,56.0,10.08
setl_0217,pay_0722,payment,2500.0,50.0,9.0
setl_0217,pay_0723,payment,7000.0,56.0,10.08
setl_0217,pay_0724,refund,7000.0,140.0,25.2
setl_0217,pay_0725,payment,7000.0,140.0,25.2
setl_0217,pay_0726,payment,5000.0,75.0,13.5
setl_0217,pay_0727,payment,8000.0,64.0,11.52
setl_0218,pay_0728,payment,5000.0,40.0,7.2
setl_0218,pay_0729,payment,10000.0,80.0,14.4
setl_0219,pay_0730,payment,2500.0,20.0,3.6
setl_0219,pay_0731,payment,510.16,4.08,0.73
setl_0219,pay_0732,payment,2500.0,20.0,3.6
setl_0220,pay_0733,payment,5000.0,40.0,7.2
setl_0220,pay_0734,payment,7000.0,56.0,10.08
setl_0220,pay_0735,payment,2448.67,19.59,3.53
setl_0220,pay_0736,payment,13017.75,260.36,46.86
setl_0220,pay_0737,payment,10000.0,150.0,27.0
setl_0221,pay_0738,payment,5000.0,40.0,7.2
setl_0221,pay_0739,payment,1642.72,13.14,2.37
setl_0221,pay_0740,payment,4841.34,38.73,6.97
setl_0221,pay_0741,payment,2500.0,20.0,3.6
setl_0222,pay_0742,payment,1040.16,8.32,1.5
setl_0222,pay_0743,payment,788.39,11.83,2.13
setl_0222,pay_0744,payment,5000.0,100.0,18.0
setl_0222,pay_0745,payment,2500.0,37.5,6.75
setl_0222,pay_0746,payment,4515.38,36.12,6.5
setl_0223,pay_0747,payment,5000.0,100.0,18.0
setl_0223,pay_0748,payment,6241.25,49.93,8.99
setl_0223,pay_0749,payment,8000.0,64.0,11.52
setl_0223,pay_0750,payment,10000.0,80.0,14.4
setl_0223,pay_0751,payment,9904.42,79.24,14.26
setl_0224,pay_0752,payment,19600.86,156.81,28.23
setl_0225,pay_0753,payment,5000.0,100.0,18.0
setl_0226,pay_0754,payment,10000.0,80.0,14.4
setl_0226,pay_0755,payment,8000.0,160.0,28.8
setl_0226,pay_0756,payment,8000.0,64.0,11.52
setl_0227,pay_0757,payment,2500.0,20.0,3.6
setl_0227,pay_0758,payment,2500.0,20.0,3.6
setl_0228,pay_0759,refund,23828.17,357.42,64.34
setl_0228,pay_0760,payment,10000.0,150.0,27.0
setl_0228,pay_0761,payment,7487.84,149.76,26.96
setl_0228,pay_0762,payment,5000.0,40.0,7.2
setl_0229,pay_0763,payment,8000.0,64.0,11.52
setl_0229,pay_0764,payment,5000.0,40.0,7.2
setl_0229,pay_0765,payment,7000.0,56.0,10.08
setl_0229,pay_0766,payment,5000.0,100.0,18.0
setl_0229,pay_0767,payment,7000.0,140.0,25.2
setl_0229,pay_0768,refund,2500.0,20.0,3.6
setl_0230,pay_0769,payment,15856.04,126.85,22.83
setl_0231,pay_0770,refund,8000.0,64.0,11.52
setl_0232,pay_0771,payment,10000.0,80.0,14.4
setl_0232,pay_0772,payment,8000.0,64.0,11.52
setl_0232,pay_0773,payment,10000.0,80.0,14.4
setl_0232,pay_0774,payment,1608.05,12.86,2.31
setl_0232,pay_0775,payment,2500.0,20.0,3.6
setl_0232,pay_0776,payment,6715.43,53.72,9.67
setl_0233,pay_0777,payment,2500.0,20.0,3.6
setl_0233,pay_0778,payment,7000.0,56.0,10.08
setl_0233,pay_0779,payment,7073.65,56.59,10.19
setl_0233,pay_0780,payment,2500.0,20.0,3.6
setl_0234,pay_0781,payment,6404.42,51.24,9.22
setl_0234,pay_0782,refund,7000.0,140.0,25.2
setl_0234,pay_0783,payment,1305.62,10.44,1.88
setl_0234,pay_0784,payment,5000.0,40.0,7.2
setl_0234,pay_0785,payment,2500.0,20.0,3.6
setl_0234,pay_0786,payment,907.83,7.26,1.31
setl_0235,pay_0787,payment,5000.0,75.0,13.5
setl_0235,pay_0788,payment,24281.71,485.63,87.41
setl_0235,pay_0789,payment,10000.0,80.0,14.4
setl_0235,pay_0790,payment,10000.0,80.0,14.4
setl_0236,pay_0791,payment,7000.0,56.0,10.08
setl_0236,pay_0792,payment,2500.0,20.0,3.6
setl_0236,pay_0793,payment,9445.1,75.56,13.6
setl_0236,pay_0794,payment,5000.0,40.0,7.2
setl_0236,pay_0795,payment,8000.0,160.0,28.8
setl_0236,pay_0796,payment,8000.0,64.0,11.52
setl_0237,pay_0797,payment,5956.04,119.12,21.44
setl_0237,pay_0798,payment,19546.47,156.37,28.15
setl_0237,pay_0799,payment,5000.0,40.0,7.2
setl_0237,pay_0800,payment,1121.59,8.97,1.61
setl_0237,pay_0801,payment,8611.68,68.89,12.4
setl_0238,pay_0802,payment,10000.0,200.0,36.0
setl_0239,pay_0803,payment,16090.49,128.72,23.17
setl_0239,pay_0804,payment,8000.0,64.0,11.52
setl_0239,pay_0805,payment,2500.0,20.0,3.6
setl_0239,pay_0806,payment,8000.0,64.0,11.52
setl_0239,pay_0807,payment,640.39,5.12,0.92
setl_0240,pay_0808,payment,1284.46,10.28,1.85
setl_0240,pay_0809,payment,5000.0,40.0,7.2
setl_0240,pay_0810,payment,7831.85,156.64,28.2
setl_0240,pay_0811,payment,5654.36,113.09,20.36
setl_0241,pay_0812,payment,5000.0,40.0,7.2
setl_0241,pay_0813,payment,5000.0,40.0,7.2
setl_0242,pay_0814,payment,8316.26,66.53,11.98
setl_0242,pay_0815,payment,7000.0,105.0,18.9
setl_0242,pay_0816,payment,8000.0,160.0,28.8
setl_0243,pay_0817,payment,8000.0,64.0,11.52
setl_0244,pay_0818,payment,8000.0,64.0,11.52
setl_0244,pay_0819,payment,8000.0,160.0,28.8
setl_0244,pay_0820,payment,2190.29,17.52,3.15
setl_0244,pay_0821,payment,2500.0,50.0,9.0
setl_0244,pay_0822,payment,3273.08,26.18,4.71
setl_0245,pay_0823,payment,7365.11,147.3,26.51
setl_0245,pay_0824,payment,7000.0,56.0,10.08
setl_0245,pay_0825,payment,10000.0,80.0,14.4
setl_0245,pay_0826,payment,12721.47,101.77,18.32
setl_0245,pay_0827,payment,1755.33,35.11,6.32
setl_0246,pay_0828,refund,6014.22,48.11,8.66
setl_0246,pay_0829,payment,5000.0,40.0,7.2
setl_0246,pay_0830,payment,1066.09,8.53,1.54
setl_0247,pay_0831,payment,4329.97,86.6,15.59
setl_0247,pay_0832,payment,2500.0,20.0,3.6
setl_0248,pay_0833,payment,7000.0,56.0,10.08
setl_0248,pay_0834,payment,24484.3,489.69,88.14
setl_0248,pay_0835,payment,10269.67,205.39,36.97
setl_0249,pay_0836,refund,7000.0,105.0,18.9
setl_0250,pay_0837,payment,5866.02,46.93,8.45
setl_0250,pay_0838,payment,18206.68,145.65,26.22
setl_0250,pay_0839,payment,10000.0,200.0,36.0
setl_0251,pay_0840,payment,8000.0,160.0,28.8
setl_0251,pay_0841,payment,5000.0,40.0,7.2
setl_0251,pay_0842,refund,2500.0,20.0,3.6
setl_0251,pay_0843,payment,7000.0,140.0,25.2
setl_0251,pay_0844,payment,10000.0,150.0,27.0
setl_0251,pay_0845,payment,7000.0,56.0,10.08
setl_0252,pay_0846,payment,11049.33,88.39,15.91
setl_0252,pay_0847,payment,8000.0,64.0,11.52
setl_0252,pay_0848,payment,8000.0,120.0,21.6
setl_0252,pay_0849,payment,2500.0,50.0,9.0
setl_0252,pay_0850,payment,8904.78,71.24,12.82
setl_0252,pay_0851,payment,10000.0,80.0,14.4
setl_0253,pay_0852,payment,7152.11,57.22,10.3
setl_0253,pay_0853,payment,5000.0,40.0,7.2
setl_0253,pay_0854,payment,2922.6,43.84,7.89
setl_0254,pay_0855,payment,4554.57,91.09,16.4
setl_0254,pay_0856,payment,8000.0,64.0,11.52
setl_0255,pay_0857,payment,20436.27,163.49,29.43
setl_0256,pay_0858,payment,7000.0,56.0,10.08
setl_0257,pay_0859,payment,22489.88,179.92,32.39
setl_0257,pay_0860,payment,7000.0,140.0,25.2
setl_0258,pay_0861,payment,5000.0,40.0,7.2
setl_0259,pay_0862,payment,2500.0,20.0,3.6
setl_0259,pay_0863,payment,19499.48,292.49,52.65
setl_0259,pay_0864,payment,10000.0,80.0,14.4
setl_0259,pay_0865,payment,4852.52,72.79,13.1
setl_0260,pay_0866,payment,8000.0,64.0,11.52
setl_0261,pay_0867,payment,11052.39,221.05,39.79
setl_0261,pay_0868,payment,10000.0,80.0,14.4
setl_0261,pay_0869,refund,8000.0,120.0,21.6
setl_0261,pay_0870,payment,7000.0,105.0,18.9
setl_0261,pay_0871,refund,7000.0,140.0,25.2
setl_0261,pay_0872,payment,5000.0,40.0,7.2
setl_0262,pay_0873,refund,8000.0,160.0,28.8
setl_0262,pay_0874,payment,10000.0,80.0,14.4
setl_0262,pay_0875,payment,1595.8,12.77,2.3
setl_0263,pay_0876,payment,8000.0,64.0,11.52
setl_0263,pay_0877,payment,10000.0,80.0,14.4
setl_0263,pay_0878,payment,7000.0,105.0,18.9
setl_0264,pay_0879,payment,8000.0,160.0,28.8
setl_0265,pay_0880,payment,10000.0,80.0,14.4
setl_0265,pay_0881,payment,2500.0,50.0,9.0
setl_0265,pay_0882,payment,16209.13,129.67,23.34
setl_0265,pay_0883,payment,2380.41,19.04,3.43
setl_0266,pay_0884,payment,7227.04,57.82,10.41
setl_0266,pay_0885,payment,2500.0,50.0,9.0
setl_0266,pay_0886,payment,7305.33,146.11,26.3
setl_0267,pay_0887,payment,3110.12,62.2,11.2
setl_0268,pay_0888,payment,8000.0,160.0,28.8
setl_0268,pay_0889,payment,13688.33,109.51,19.71
setl_0269,pay_0890,payment,8000.0,64.0,11.52
setl_0269,pay_0891,payment,7000.0,140.0,25.2
setl_0269,pay_0892,refund,2500.0,37.5,6.75
setl_0269,pay_0893,payment,13351.68,106.81,19.23
setl_0270,pay_0894,payment,8000.0,64.0,11.52
setl_0270,pay_0895,payment,1039.08,20.78,3.74
setl_0270,pay_0896,payment,10000.0,200.0,36.0
setl_0270,pay_0897,payment,7000.0,140.0,25.2
setl_0270,pay_0898,payment,2500.0,50.0,9.0
setl_0271,pay_0899,payment,8000.0,160.0,28.8
setl_0271,pay_0900,payment,1183.26,23.67,4.26
setl_0271,pay_0901,payment,5000.0,40.0,7.2
setl_0271,pay_0902,payment,5000.0,40.0,7.2
setl_0271,pay_0903,payment,7000.0,56.0,10.08
setl_0272,pay_0904,payment,7000.0,56.0,10.08
setl_0272,pay_0905,payment,10000.0,200.0,36.0
setl_0272,pay_0906,payment,5017.42,100.35,18.06
setl_0272,pay_0907,payment,7000.0,56.0,10.08
setl_0273,pay_0908,payment,8000.0,64.0,11.52
setl_0273,pay_0909,refund,8000.0,64.0,11.52
setl_0273,pay_0910,payment,8000.0,64.0,11.52
setl_0273,pay_0911,payment,10257.76,82.06,14.77
setl_0273,pay_0912,payment,7000.0,56.0,10.08
setl_0273,pay_0913,payment,7395.24,110.93,19.97
setl_0274,pay_0914,payment,4198.66,33.59,6.05
setl_0274,pay_0915,payment,2410.31,19.28,3.47
setl_0275,pay_0916,payment,10000.0,80.0,14.4
setl_0275,pay_0917,payment,7000.0,56.0,10.08
setl_0275,pay_0918,payment,8000.0,64.0,11.52
setl_0275,pay_0919,payment,2500.0,20.0,3.6
setl_0276,pay_0920,payment,7000.0,105.0,18.9
setl_0277,pay_0921,payment,7000.0,105.0,18.9
setl_0277,pay_0922,payment,5000.0,75.0,13.5
setl_0278,pay_0923,payment,17430.03,139.44,25.1
setl_0278,pay_0924,payment,10420.24,208.4,37.51
setl_0278,pay_0925,payment,8000.0,160.0,28.8
setl_0278,pay_0926,payment,7000.0,56.0,10.08
setl_0278,pay_0927,payment,2750.17,22.0,3.96
setl_0279,pay_0928,payment,5000.0,40.0,7.2
setl_0279,pay_0929,payment,10000.0,80.0,14.4
setl_0279,pay_0930,refund,23538.31,188.31,33.9
setl_0279,pay_0931,payment,10000.0,200.0,36.0
setl_0280,pay_0932,payment,10000.0,200.0,36.0
setl_0280,pay_0933,refund,1212.18,9.7,1.75
setl_0280,pay_0934,payment,5000.0,40.0,7.2
setl_0280,pay_0935,payment,864.41,6.92,1.25
setl_0280,pay_0936,payment,7913.45,118.7,21.37
setl_0281,pay_0937,payment,19426.98,155.42,27.98
setl_0282,pay_0938,payment,8000.0,64.0,11.52
setl_0283,pay_0939,payment,1690.36,25.36,4.56
setl_0283,pay_0940,payment,8000.0,64.0,11.52
setl_0284,pay_0941,refund,8000.0,120.0,21.6
setl_0285,pay_0942,payment,5000.0,40.0,7.2
setl_0285,pay_0943,payment,4209.43,33.68,6.06
setl_0285,pay_0944,payment,10000.0,80.0,14.4
setl_0285,pay_0945,payment,10000.0,200.0,36.0
setl_0285,pay_0946,payment,7541.93,150.84,27.15
setl_0286,pay_0947,payment,1714.99,13.72,2.47
setl_0287,pay_0948,payment,1263.33,10.11,1.82
setl_0288,pay_0949,payment,612.68,4.9,0.88
setl_0288,pay_0950,payment,5000.0,75.0,13.5
setl_0288,pay_0951,payment,5000.0,40.0,7.2
setl_0288,pay_0952,payment,8000.0,64.0,11.52
setl_0288,pay_0953,payment,24494.61,195.96,35.27
setl_0289,pay_0954,payment,5000.0,100.0,18.0
setl_0289,pay_0955,payment,2500.0,20.0,3.6
setl_0289,pay_0956,payment,2239.82,17.92,3.23
setl_0289,pay_0957,payment,2500.0,50.0,9.0
setl_0290,pay_0958,payment,2478.74,19.83,3.57
setl_0290,pay_0959,payment,1629.94,13.04,2.35
setl_0290,pay_0960,payment,17426.58,139.41,25.09
setl_0290,pay_0961,payment,3254.84,26.04,4.69
setl_0291,pay_0962,payment,7000.0,105.0,18.9
setl_0291,pay_0963,payment,2500.0,20.0,3.6
setl_0291,pay_0964,payment,8000.0,160.0,28.8
setl_0291,pay_0965,payment,10000.0,80.0,14.4
setl_0291,pay_0966,payment,2500.0,20.0,3.6
setl_0291,pay_0967,payment,10000.0,80.0,14.4
setl_0292,pay_0968,payment,10000.0,150.0,27.0
setl_0293,pay_0969,payment,8000.0,64.0,11.52
setl_0293,pay_0970,payment,2500.0,20.0,3.6
setl_0293,pay_0971,payment,10000.0,80.0,14.4
setl_0293,pay_0972,payment,5259.71,105.19,18.93
setl_0294,pay_0973,payment,2500.0,20.0,3.6
setl_0295,pay_0974,payment,8000.0,64.0,11.52
setl_0295,pay_0975,payment,2493.37,19.95,3.59
setl_0295,pay_0976,payment,10000.0,200.0,36.0
setl_0295,pay_0977,payment,7000.0,56.0,10.08
setl_0295,pay_0978,payment,1612.77,12.9,2.32
setl_0296,pay_0979,payment,8000.0,64.0,11.52
setl_0296,pay_0980,payment,7000.0,56.0,10.08
setl_0296,pay_0981,payment,10000.0,80.0,14.4
setl_0297,pay_0982,payment,10000.0,80.0,14.4
setl_0298,pay_0983,payment,3781.72,30.25,5.44
setl_0298,pay_0984,payment,4759.74,38.08,6.85
setl_0298,pay_0985,payment,5000.0,40.0,7.2
setl_0299,pay_0986,payment,10000.0,80.0,14.4
setl_0300,pay_0987,payment,10000.0,80.0,14.4
setl_0300,pay_0988,payment,8000.0,64.0,11.52
setl_0300,pay_0989,payment,15783.08,315.66,56.82
setl_0300,pay_0990,payment,8000.0,160.0,28.8
setl_0300,pay_0991,payment,5214.18,41.71,7.51
setl_0300,pay_0992,payment,1084.63,8.68,1.56
setl_0301,pay_0993,payment,5000.0,40.0,7.2
setl_0301,pay_0994,payment,10000.0,80.0,14.4
setl_0302,pay_0995,payment,12745.41,101.96,18.35
setl_0303,pay_0996,payment,660.72,13.21,2.38
setl_0303,pay_0997,payment,10000.0,200.0,36.0
