id,merchant_id,amount,gross_amount,fees,tax,utr,status,settlement_period,created_at,target_anomaly
setl_0184,mer_001,46649.25,47093.81,376.75,67.81,AXIS39233657,processed,2026-08-23 Batch,2026-08-24T03:59:00,MISSING_BANK_ENTRY
setl_0185,mer_001,30594.08,31000.0,344.0,61.92,AXIS77621275,processed,2026-08-25 Batch,2026-08-26T20:56:00,CLEAN_MATCH
setl_0186,mer_001,47281.84,52233.55,597.87,107.61,AXIS46039426,processed,2026-08-29 Batch,2026-08-30T14:41:00,CLEAN_MATCH
setl_0187,mer_001,18109.21,18477.56,312.16,56.19,AXIS49170544,processed,2026-08-23 Batch,2026-08-24T05:31:00,CLEAN_MATCH
setl_0188,mer_001,6089.7,6147.73,49.18,8.85,AXIS16914893,processed,2026-08-28 Batch,2026-08-29T23:46:00,REFUND_MISMATCH
setl_0189,mer_001,7924.48,8000.0,64.0,11.52,AXIS10187899,processed,2026-08-21 Batch,2026-08-22T21:39:00,CLEAN_MATCH
setl_0190,mer_001,9905.6,10000.0,80.0,14.4,AXIS83722452,processed,2026-08-23 Batch,2026-08-24T15:11:00,CLEAN_MATCH
setl_0191,mer_001,17334.8,17500.0,140.0,25.2,AXIS53571790,processed,2026-08-26 Batch,2026-08-27T22:46:00,CLEAN_MATCH
setl_0192,mer_001,9124.66,9211.61,73.69,13.26,AXIS47539330,processed,2026-08-20 Batch,2026-08-21T10:49:00,CLEAN_MATCH
setl_0193,mer_001,50048.1,50909.13,729.68,131.35,AXIS88283995,processed,2026-08-29 Batch,2026-08-30T05:19:00,CLEAN_MATCH
setl_0194,mer_001,37514.65,37872.17,302.98,54.54,AXIS44540283,processed,2026-08-28 Batch,2026-08-29T21:16:00,AMOUNT_MISMATCH
setl_0195,mer_001,14646.0,15000.0,300.0,54.0,AXIS88069593,processed,2026-08-24 Batch,2026-08-25T13:53:00,CLEAN_MATCH
setl_0196,mer_001,20546.91,21028.62,408.23,73.48,AXIS29909077,processed,2026-08-25 Batch,2026-08-26T23:51:00,CLEAN_MATCH
setl_0197,mer_001,9862.79,10071.14,176.57,31.78,AXIS33637158,processed,2026-08-22 Batch,2026-08-23T07:34:00,CLEAN_MATCH
setl_0198,mer_001,26520.26,27462.44,295.44,53.18,AXIS47855338,processed,2026-08-30 Batch,2026-08-31T02:09:00,CLEAN_MATCH
setl_0199,mer_001,65275.88,66299.28,867.29,156.11,AXIS91580498,processed,2026-08-30 Batch,2026-08-31T05:40:00,CLEAN_MATCH
setl_0200,mer_001,17764.0,18000.0,200.0,36.0,AXIS71072308,processed,2026-08-22 Batch,2026-08-23T16:22:00,CLEAN_MATCH
setl_0201,mer_001,57325.89,58226.72,763.42,137.41,AXIS11582229,processed,2026-08-28 Batch,2026-08-30T00:11:00,CLEAN_MATCH
setl_0202,mer_001,2065.83,2115.77,42.32,7.62,AXIS96500924,processed,2026-08-25 Batch,2026-08-26T14:28:00,CLEAN_MATCH
setl_0203,mer_001,11032.98,11138.11,89.1,16.03,AXIS29144226,processed,2026-08-28 Batch,2026-08-29T07:19:00,CLEAN_MATCH
setl_0204,mer_001,30027.81,30313.98,242.52,43.65,AXIS55417925,processed,2026-08-28 Batch,2026-08-29T21:53:00,CLEAN_MATCH
setl_0205,mer_001,21110.67,21468.65,303.37,54.61,AXIS31896876,processed,2026-08-24 Batch,2026-08-25T06:19:00,CLEAN_MATCH
setl_0206,mer_001,9905.6,10000.0,80.0,14.4,AXIS82950883,processed,2026-08-23 Batch,2026-08-24T06:46:00,CLEAN_MATCH
setl_0207,mer_001,12885.71,13008.51,104.07,18.73,AXIS23799637,processed,2026-08-30 Batch,2026-08-31T07:47:00,CLEAN_MATCH
setl_0208,mer_001,23596.34,23864.28,227.07,40.87,AXIS10162459,processed,2026-08-25 Batch,2026-08-26T20:51:00,CLEAN_MATCH
setl_0209,mer_001,30145.21,30604.3,389.06,70.03,AXIS57420453,processed,2026-08-26 Batch,2026-08-27T16:42:00,CLEAN_MATCH
setl_0210,mer_001,43796.72,44500.0,596.0,107.28,AXIS25087236,processed,2026-08-26 Batch,2026-08-28T01:30:00,CLEAN_MATCH
setl_0211,mer_001,19336.93,19521.21,156.17,28.11,AXIS47824471,processed,2026-08-16 Batch,2026-08-17T09:00:00,CLEAN_MATCH
setl_0212,mer_001,28994.96,29391.29,335.87,60.46,AXIS21382241,processed,2026-08-26 Batch,2026-08-27T19:16:00,CLEAN_MATCH
setl_0213,mer_001,18471.5,19360.17,288.82,51.98,AXIS54942009,processed,2026-08-27 Batch,2026-08-28T08:49:00,CLEAN_MATCH
setl_0214,mer_001,26772.76,27142.27,313.14,56.37,AXIS48521233,processed,2026-08-29 Batch,2026-08-30T15:40:00,MISSING_BANK_ENTRY
setl_0215,mer_001,38865.2,39486.75,526.74,94.81,AXIS59541440,processed,2026-08-28 Batch,2026-08-30T02:01:00,CLEAN_MATCH
setl_0216,mer_001,6933.92,7000.0,56.0,10.08,AXIS29950518,processed,2026-08-29 Batch,2026-08-30T10:43:00,CLEAN_MATCH
setl_0217,mer_001,28880.5,36500.0,525.0,94.5,AXIS74214057,processed,2026-08-28 Batch,2026-08-29T01:44:00,CLEAN_MATCH
setl_0218,mer_001,14858.4,15000.0,120.0,21.6,AXIS22139593,processed,2026-08-26 Batch,2026-08-27T09:13:00,FEE_TAX_MISMATCH
setl_0219,mer_001,5458.15,5510.16,44.08,7.93,AXIS52857838,processed,2026-08-29 Batch,2026-08-31T03:02:00,CLEAN_MATCH
setl_0220,mer_001,36845.8,37466.42,525.95,94.67,AXIS95443567,processed,2026-08-26 Batch,2026-08-27T07:57:00,CLEAN_MATCH
setl_0221,mer_001,13852.05,13984.06,111.87,20.14,AXIS66191544,processed,2026-08-25 Batch,2026-08-26T15:01:00,CLEAN_MATCH
setl_0222,mer_001,13615.28,13843.93,193.77,34.88,AXIS40885447,processed,2026-08-27 Batch,2026-08-28T19:08:00,CLEAN_MATCH
setl_0223,mer_001,38705.33,39145.67,373.17,67.17,AXIS87561262,processed,2026-08-28 Batch,2026-08-29T17:33:00,CLEAN_MATCH
setl_0224,mer_001,19415.82,19600.86,156.81,28.23,AXIS37283734,processed,2026-08-21 Batch,2026-08-23T00:47:00,CLEAN_MATCH
setl_0225,mer_001,4882.0,5000.0,100.0,18.0,AXIS17996341,processed,2026-08-24 Batch,2026-08-25T08:21:00,CLEAN_MATCH
setl_0226,mer_001,25641.28,26000.0,304.0,54.72,AXIS71792283,processed,2026-08-24 Batch,2026-08-25T15:57:00,AMOUNT_MISMATCH
setl_0227,mer_001,4952.8,5000.0,40.0,7.2,AXIS40143583,processed,2026-08-23 Batch,2026-08-24T03:10:00,CLEAN_MATCH
setl_0228,mer_001,35962.06,46316.01,697.18,125.5,AXIS13536218,processed,2026-08-29 Batch,2026-08-30T23:09:00,CLEAN_MATCH
setl_0229,mer_001,33004.4,34500.0,420.0,75.6,AXIS88061980,processed,2026-08-25 Batch,2026-08-26T05:32:00,CLEAN_MATCH
setl_0230,mer_001,15706.36,15856.04,126.85,22.83,AXIS29714795,processed,2026-08-28 Batch,2026-08-30T00:18:00,CLEAN_MATCH
setl_0231,mer_001,8000.0,8000.0,64.0,11.52,AXIS86394469,processed,2026-08-26 Batch,2026-08-28T03:14:00,CLEAN_MATCH
setl_0232,mer_001,38457.0,38823.48,310.58,55.9,AXIS28805567,processed,2026-08-28 Batch,2026-08-29T15:23:00,CLEAN_MATCH
setl_0233,mer_001,18893.59,19073.65,152.59,27.47,AXIS96549919,processed,2026-08-29 Batch,2026-08-30T15:06:00,CLEAN_MATCH
setl_0234,mer_001,15800.52,23117.87,268.94,48.41,AXIS14310953,processed,2026-08-29 Batch,2026-08-30T19:02:00,CLEAN_MATCH
setl_0235,mer_001,48431.37,49281.71,720.63,129.71,AXIS70974645,processed,2026-08-29 Batch,2026-08-30T10:30:00,DUPLICATE_BANK_ENTRY
setl_0236,mer_001,39454.74,39945.1,415.56,74.8,AXIS40509683,processed,2026-08-28 Batch,2026-08-30T02:12:00,DUPLICATE_BANK_ENTRY
setl_0237,mer_001,39771.63,40235.78,393.35,70.8,AXIS60675282,processed,2026-08-29 Batch,2026-08-30T14:24:00,CLEAN_MATCH
setl_0238,mer_001,9764.0,10000.0,200.0,36.0,AXIS39381121,processed,2026-08-25 Batch,2026-08-26T10:31:00,CLEAN_MATCH
setl_0239,mer_001,34898.31,35230.88,281.84,50.73,AXIS20362848,processed,2026-08-30 Batch,2026-08-31T11:04:00,CLEAN_MATCH
setl_0240,mer_001,19393.05,19770.67,320.01,57.61,AXIS32122351,processed,2026-08-24 Batch,2026-08-25T13:37:00,CLEAN_MATCH
setl_0241,mer_001,9905.6,10000.0,80.0,14.4,AXIS46227990,processed,2026-08-20 Batch,2026-08-21T05:32:00,CLEAN_MATCH
setl_0242,mer_001,22925.05,23316.26,331.53,59.68,AXIS13764654,processed,2026-08-27 Batch,2026-08-28T07:03:00,CLEAN_MATCH
setl_0243,mer_001,7924.48,8000.0,64.0,11.52,AXIS38442071,processed,2026-08-20 Batch,2026-08-21T07:38:00,CLEAN_MATCH
setl_0244,mer_001,23588.49,23963.37,317.7,57.18,AXIS37075194,processed,2026-08-29 Batch,2026-08-30T12:25:00,CLEAN_MATCH
setl_0245,mer_001,38346.1,38841.91,420.18,75.63,AXIS16022958,processed,2026-08-28 Batch,2026-08-29T10:15:00,CLEAN_MATCH
setl_0246,mer_001,9560.58,12080.31,96.64,17.4,AXIS11137995,processed,2026-08-28 Batch,2026-08-29T17:58:00,CLEAN_MATCH
setl_0247,mer_001,6704.18,6829.97,106.6,19.19,AXIS52207776,processed,2026-08-26 Batch,2026-08-27T21:32:00,CLEAN_MATCH
setl_0248,mer_001,40867.7,41753.97,751.08,135.19,AXIS64665076,processed,2026-08-28 Batch,2026-08-29T20:51:00,CLEAN_MATCH
setl_0249,mer_001,7000.0,7000.0,105.0,18.9,AXIS88809362,processed,2026-08-30 Batch,2026-08-31T07:14:00,CLEAN_MATCH
setl_0250,mer_001,33609.45,34072.7,392.58,70.67,AXIS31638985,processed,2026-08-22 Batch,2026-08-23T14:14:00,CLEAN_MATCH
setl_0251,mer_001,36332.12,39500.0,566.0,101.88,AXIS41080809,processed,2026-08-27 Batch,2026-08-28T06:16:00,CLEAN_MATCH
setl_0252,mer_001,47895.23,48454.11,473.63,85.25,AXIS31615365,processed,2026-08-29 Batch,2026-08-30T22:56:00,CLEAN_MATCH
setl_0253,mer_001,14908.26,15074.71,141.06,25.39,AXIS58360842,processed,2026-08-18 Batch,2026-08-19T22:11:00,CLEAN_MATCH
setl_0254,mer_001,12371.56,12554.57,155.09,27.92,AXIS38027431,processed,2026-08-17 Batch,2026-08-18T10:05:00,TIMING_DIFFERENCE
setl_0255,mer_001,20243.35,20436.27,163.49,29.43,AXIS12005448,processed,2026-08-16 Batch,2026-08-17T07:18:00,CLEAN_MATCH
setl_0256,mer_001,6933.92,7000.0,56.0,10.08,AXIS76962870,processed,2026-08-19 Batch,2026-08-20T15:15:00,CLEAN_MATCH
setl_0257,mer_001,29112.37,29489.88,319.92,57.59,AXIS19148527,processed,2026-08-29 Batch,2026-08-30T21:57:00,CLEAN_MATCH
setl_0258,mer_001,4952.8,5000.0,40.0,7.2,AXIS34049971,processed,2026-08-29 Batch,2026-08-31T01:30:00,CLEAN_MATCH
setl_0259,mer_001,36302.97,36852.0,465.28,83.75,AXIS97280725,processed,2026-08-24 Batch,2026-08-25T07:41:00,TIMING_DIFFERENCE
setl_0260,mer_001,7924.48,8000.0,64.0,11.52,AXIS58784400,processed,2026-08-24 Batch,2026-08-25T14:49:00,CLEAN_MATCH
setl_0261,mer_001,32219.25,48052.39,706.05,127.09,AXIS27311971,processed,2026-08-27 Batch,2026-08-28T08:46:00,CLEAN_MATCH
setl_0262,mer_001,11297.53,19595.8,252.77,45.5,AXIS60154896,processed,2026-08-29 Batch,2026-08-30T08:27:00,CLEAN_MATCH
setl_0263,mer_001,24706.18,25000.0,249.0,44.82,AXIS15727818,processed,2026-08-22 Batch,2026-08-23T01:32:00,CLEAN_MATCH
setl_0264,mer_001,7811.2,8000.0,160.0,28.8,AXIS30744991,processed,2026-08-22 Batch,2026-08-23T21:28:00,CLEAN_MATCH
setl_0265,mer_001,30760.66,31089.54,278.71,50.17,AXIS19795032,processed,2026-08-27 Batch,2026-08-28T16:39:00,CLEAN_MATCH
setl_0266,mer_001,16732.73,17032.37,253.93,45.71,AXIS72529032,processed,2026-08-29 Batch,2026-08-31T03:51:00,CLEAN_MATCH
setl_0267,mer_001,3036.72,3110.12,62.2,11.2,AXIS21518907,processed,2026-08-16 Batch,2026-08-17T03:06:00,CLEAN_MATCH
setl_0268,mer_001,21370.31,21688.33,269.51,48.51,AXIS63891165,processed,2026-08-28 Batch,2026-08-29T04:31:00,CLEAN_MATCH
setl_0269,mer_001,29440.67,30851.68,348.31,62.7,AXIS38539411,processed,2026-08-22 Batch,2026-08-23T17:49:00,CLEAN_MATCH
setl_0270,mer_001,27978.84,28539.08,474.78,85.46,AXIS30903218,processed,2026-08-30 Batch,2026-08-31T10:44:00,CLEAN_MATCH
setl_0271,mer_001,25806.05,26183.26,319.67,57.54,AXIS14204135,processed,2026-08-24 Batch,2026-08-25T07:12:00,CLEAN_MATCH
setl_0272,mer_001,28530.85,29017.42,412.35,74.22,AXIS73539966,processed,2026-08-23 Batch,2026-08-24T23:55:00,CLEAN_MATCH
setl_0273,mer_001,44932.63,48653.0,440.99,79.38,AXIS66763408,processed,2026-08-29 Batch,2026-08-31T00:21:00,CLEAN_MATCH
setl_0274,mer_001,6546.58,6608.97,52.87,9.52,AXIS19295792,processed,2026-08-30 Batch,2026-08-31T05:11:00,CLEAN_MATCH
setl_0275,mer_001,27240.4,27500.0,220.0,39.6,AXIS80434503,processed,2026-08-26 Batch,2026-08-27T12:19:00,CLEAN_MATCH
setl_0276,mer_001,6876.1,7000.0,105.0,18.9,AXIS22407255,processed,2026-08-29 Batch,2026-08-30T16:03:00,CLEAN_MATCH
setl_0277,mer_001,11787.6,12000.0,180.0,32.4,AXIS36656353,processed,2026-08-19 Batch,2026-08-20T13:20:00,TIMING_DIFFERENCE
setl_0278,mer_001,44909.15,45600.44,585.84,105.45,AXIS31567333,processed,2026-08-29 Batch,2026-08-30T09:13:00,CLEAN_MATCH
setl_0279,mer_001,24400.19,48538.31,508.31,91.5,AXIS11332984,processed,2026-08-27 Batch,2026-08-28T21:56:00,CLEAN_MATCH
setl_0280,mer_001,24062.28,24990.04,375.32,67.57,AXIS29410197,processed,2026-08-30 Batch,2026-08-31T10:45:00,CLEAN_MATCH
setl_0281,mer_001,19243.58,19426.98,155.42,27.98,AXIS30200610,processed,2026-08-18 Batch,2026-08-19T12:04:00,DUPLICATE_BANK_ENTRY
setl_0282,mer_001,7924.48,8000.0,64.0,11.52,AXIS64544291,processed,2026-08-25 Batch,2026-08-26T12:44:00,CLEAN_MATCH
setl_0283,mer_001,9584.92,9690.36,89.36,16.08,AXIS95133372,processed,2026-08-26 Batch,2026-08-27T10:41:00,CLEAN_MATCH
setl_0284,mer_001,8000.0,8000.0,120.0,21.6,AXIS39343051,processed,2026-08-23 Batch,2026-08-25T01:20:00,CLEAN_MATCH
setl_0285,mer_001,36156.03,36751.36,504.52,90.81,AXIS60674785,processed,2026-08-25 Batch,2026-08-27T01:37:00,CLEAN_MATCH
setl_0286,mer_001,1698.8,1714.99,13.72,2.47,AXIS59694974,processed,2026-08-21 Batch,2026-08-23T00:06:00,CLEAN_MATCH
setl_0287,mer_001,1251.4,1263.33,10.11,1.82,AXIS76992183,processed,2026-08-22 Batch,2026-08-24T02:56:00,CLEAN_MATCH
setl_0288,mer_001,42659.06,43107.29,379.86,68.37,AXIS67156511,processed,2026-08-24 Batch,2026-08-25T05:54:00,CLEAN_MATCH
setl_0289,mer_001,12018.07,12239.82,187.92,33.83,AXIS60079518,processed,2026-08-26 Batch,2026-08-27T18:29:00,CLEAN_MATCH
setl_0290,mer_001,24556.08,24790.1,198.32,35.7,AXIS61212562,processed,2026-08-19 Batch,2026-08-20T17:14:00,AMOUNT_MISMATCH
setl_0291,mer_001,39451.3,40000.0,465.0,83.7,AXIS93265522,processed,2026-08-22 Batch,2026-08-23T15:20:00,FEE_TAX_MISMATCH
setl_0292,mer_001,9823.0,10000.0,150.0,27.0,AXIS97191136,processed,2026-08-21 Batch,2026-08-22T16:19:00,CLEAN_MATCH
setl_0293,mer_001,25442.07,25759.71,269.19,48.45,AXIS93728466,processed,2026-08-29 Batch,2026-08-30T17:06:00,CLEAN_MATCH
setl_0294,mer_001,2476.4,2500.0,20.0,3.6,AXIS99618537,processed,2026-08-27 Batch,2026-08-28T09:54:00,AMOUNT_MISMATCH
setl_0295,mer_001,28689.78,29106.14,352.85,63.51,AXIS61147669,processed,2026-08-25 Batch,2026-08-26T21:21:00,CLEAN_MATCH
setl_0296,mer_001,24764.0,25000.0,200.0,36.0,AXIS72269929,processed,2026-08-19 Batch,2026-08-20T15:10:00,MISSING_BANK_ENTRY
setl_0297,mer_001,9905.6,10000.0,80.0,14.4,AXIS60283839,processed,2026-08-18 Batch,2026-08-19T13:58:00,CLEAN_MATCH
setl_0298,mer_001,13413.64,13541.46,108.33,19.49,AXIS65662309,processed,2026-08-29 Batch,2026-08-30T09:42:00,CLEAN_MATCH
setl_0299,mer_001,9905.6,10000.0,80.0,14.4,AXIS13522788,processed,2026-08-15 Batch,2026-08-16T15:28:00,CLEAN_MATCH
setl_0300,mer_001,47291.23,48081.89,670.05,120.61,AXIS90523345,processed,2026-08-28 Batch,2026-08-29T17:26:00,CLEAN_MATCH
setl_0301,mer_001,14858.4,15000.0,120.0,21.6,AXIS84590103,processed,2026-08-24 Batch,2026-08-25T10:15:00,CLEAN_MATCH
setl_0302,mer_001,12625.1,12745.41,101.96,18.35,AXIS87558199,processed,2026-08-16 Batch,2026-08-17T08:06:00,CLEAN_MATCH
setl_0303,mer_001,28239.21,28660.72,357.21,64.3,AXIS33315937,processed,2026-08-29 Batch,2026-08-30T09:51:00,MISSING_BANK_ENTRY
